id_venta,fecha,cliente,producto,categoria,cantidad,precio_unitario,descuento,total,ciudad,metodo_pago,canal,vendedor,estado
2904,2025-06-05,Cliente_005,Audifonos,Perifericos,2,164.57,0.12,289.64,Bogota,Tarjeta_Debito,Tienda,Vendedor_016,Pendiente
2905,2025-09-09,Cliente_006,Celular,Computadores,10,1765.24,0.07,16416.73,Medellin,Efectivo,Web,Vendedor_022,Completada
2906,2025-08-26,Cliente_002,Celular,Computadores,1,1666.05,0.0,1666.05,Bogota,Transferencia,App,Vendedor_032,Pendiente
2907,2025-12-28,Cliente_003,Impresora,Almacenamiento,10,801.81,0.1,7216.29,Medellin,Efectivo,Tienda,Vendedor_044,Pendiente
2908,2025-06-25,Cliente_007,Mouse,Almacenamiento,7,970.21,0.13,5908.58,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_026,Completada
2909,2025-01-25,Cliente_003,Disco_SSD,Telefonia,1,585.94,0.16,492.19,Medellin,Tarjeta_Debito,Tienda,Vendedor_009,Cancelada
2910,2025-05-23,Cliente_009,Audifonos,Impresion,8,635.31,0.09,4625.06,Manizales,Transferencia,Web,Vendedor_012,Pendiente
2911,2025-06-07,Cliente_010,Monitor,Perifericos,8,270.05,0.02,2117.19,Bucaramanga,Efectivo,Call_Center,Vendedor_005,Completada
2912,2025-07-08,Cliente_002,Teclado,Telefonia,8,1812.62,0.18,11890.79,Bogota,Tarjeta_Debito,Tienda,Vendedor_027,Completada
2913,2025-12-25,Cliente_005,Celular,Computadores,10,305.1,0.15,2593.35,Pereira,Efectivo,Tienda,Vendedor_030,Completada
2914,2025-05-27,Cliente_004,Disco_SSD,Telefonia,4,1951.46,0.06,7337.49,Bucaramanga,Transferencia,App,Vendedor_021,Completada
2915,2025-10-24,Cliente_008,Webcam,Telefonia,10,633.36,0.06,5953.58,Manizales,Transferencia,App,Vendedor_018,Completada
2916,2025-03-22,Cliente_004,Audifonos,Computadores,2,1196.51,0.11,2129.79,Cali,Tarjeta_Credito,Web,Vendedor_031,Cancelada
2917,2025-10-30,Cliente_007,Laptop,Telefonia,2,167.67,0.03,325.28,Manizales,Efectivo,Tienda,Vendedor_020,Pendiente
2918,2025-11-15,Cliente_010,Tablet,Telefonia,2,818.35,0.08,1505.76,Pereira,Tarjeta_Debito,App,Vendedor_041,Cancelada
2919,2025-04-01,Cliente_008,Tablet,Impresion,7,979.39,0.0,6855.73,Cartagena,Efectivo,Tienda,Vendedor_050,Pendiente
2920,2025-04-12,Cliente_008,Audifonos,Perifericos,8,38.21,0.1,275.11,Barranquilla,Efectivo,App,Vendedor_044,Completada
2921,2025-06-27,Cliente_009,Laptop,Impresion,9,859.65,0.1,6963.16,Cali,Efectivo,Call_Center,Vendedor_009,Completada
2922,2025-12-23,Cliente_007,Disco_SSD,Telefonia,10,532.11,0.17,4416.51,Pereira,Efectivo,Tienda,Vendedor_019,Pendiente
2923,2025-11-24,Cliente_010,Monitor,Almacenamiento,3,1849.64,0.01,5493.43,Manizales,Tarjeta_Credito,App,Vendedor_019,Completada
2924,2025-03-08,Cliente_006,Teclado,Almacenamiento,7,662.33,0.1,4172.68,Bogota,Tarjeta_Credito,Tienda,Vendedor_044,Pendiente
2925,2025-06-01,Cliente_004,Tablet,Telefonia,2,572.35,0.06,1076.02,Bogota,Efectivo,Web,Vendedor_049,Completada
2926,2025-12-09,Cliente_006,Audifonos,Almacenamiento,9,1598.41,0.0,14385.69,Bucaramanga,Transferencia,App,Vendedor_004,Pendiente
2927,2025-05-27,Cliente_002,Teclado,Almacenamiento,2,629.75,0.06,1183.93,Pereira,Tarjeta_Credito,Call_Center,Vendedor_009,Pendiente
2928,2025-08-24,Cliente_006,Celular,Impresion,6,309.69,0.11,1653.74,Cartagena,Tarjeta_Credito,Tienda,Vendedor_016,Pendiente
2929,2025-03-24,Cliente_007,Monitor,Impresion,1,1991.09,0.13,1732.25,Cali,Efectivo,Call_Center,Vendedor_020,Cancelada
2930,2025-12-06,Cliente_009,Impresora,Computadores,3,1329.6,0.07,3709.58,Medellin,Tarjeta_Debito,Web,Vendedor_005,Cancelada
2931,2025-01-14,Cliente_005,Impresora,Telefonia,8,643.8,0.12,4532.35,Manizales,Transferencia,Tienda,Vendedor_010,Completada
2932,2025-01-23,Cliente_005,Webcam,Almacenamiento,4,1330.37,0.15,4523.26,Bucaramanga,Tarjeta_Credito,Web,Vendedor_047,Completada
2933,2025-05-17,Cliente_006,Celular,Telefonia,9,1619.08,0.18,11948.81,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_043,Completada
2934,2025-10-06,Cliente_007,Laptop,Telefonia,5,1781.49,0.17,7393.18,Manizales,Transferencia,App,Vendedor_016,Completada
2935,2025-07-14,Cliente_002,Celular,Almacenamiento,4,1733.3,0.18,5685.22,Medellin,Tarjeta_Credito,Web,Vendedor_047,Completada
2936,2025-04-30,Cliente_003,Audifonos,Telefonia,8,488.07,0.15,3318.88,Cali,Transferencia,Call_Center,Vendedor_036,Cancelada
2937,2025-08-14,Cliente_004,Disco_SSD,Perifericos,2,138.19,0.11,245.98,Pereira,Transferencia,App,Vendedor_002,Completada
2938,2025-06-06,Cliente_007,Teclado,Almacenamiento,5,230.84,0.06,1084.95,Bucaramanga,Efectivo,Tienda,Vendedor_020,Cancelada
2939,2025-06-23,Cliente_005,Mouse,Almacenamiento,5,444.57,0.07,2067.25,Barranquilla,Tarjeta_Debito,App,Vendedor_046,Cancelada
2940,2025-10-30,Cliente_004,Laptop,Almacenamiento,2,540.98,0.02,1060.32,Medellin,Transferencia,Call_Center,Vendedor_006,Pendiente
2941,2025-06-05,Cliente_008,Mouse,Telefonia,1,688.77,0.18,564.79,Pereira,Tarjeta_Credito,App,Vendedor_025,Completada
2942,2025-09-03,Cliente_008,Mouse,Impresion,8,1398.49,0.07,10404.77,Cali,Tarjeta_Debito,Call_Center,Vendedor_031,Pendiente
2943,2025-04-16,Cliente_004,Monitor,Impresion,8,613.46,0.15,4171.53,Bogota,Transferencia,App,Vendedor_030,Cancelada
2944,2025-04-11,Cliente_002,Audifonos,Perifericos,4,1878.6,0.05,7138.68,Manizales,Tarjeta_Debito,Web,Vendedor_029,Completada
2945,2025-04-21,Cliente_004,Audifonos,Telefonia,2,1296.0,0.05,2462.4,Manizales,Transferencia,App,Vendedor_012,Cancelada
2946,2025-06-11,Cliente_007,Impresora,Computadores,8,968.27,0.1,6971.54,Medellin,Efectivo,App,Vendedor_021,Completada
2947,2025-03-14,Cliente_003,Teclado,Perifericos,2,429.23,0.2,686.77,Medellin,Tarjeta_Credito,App,Vendedor_024,Completada
2948,2025-02-12,Cliente_009,Impresora,Telefonia,6,1415.0,0.06,7980.6,Manizales,Transferencia,Tienda,Vendedor_038,Completada
2949,2025-04-27,Cliente_002,Mouse,Telefonia,2,965.95,0.11,1719.39,Bucaramanga,Transferencia,App,Vendedor_046,Completada
2950,2025-07-04,Cliente_009,Teclado,Impresion,6,1197.81,0.09,6540.04,Pereira,Efectivo,App,Vendedor_028,Cancelada
2951,2025-03-21,Cliente_003,Disco_SSD,Perifericos,5,1842.13,0.17,7644.84,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_001,Cancelada
2952,2025-06-17,Cliente_008,Disco_SSD,Telefonia,8,877.62,0.16,5897.61,Pereira,Tarjeta_Credito,Web,Vendedor_035,Pendiente
2953,2025-08-15,Cliente_009,Celular,Perifericos,9,1480.82,0.15,11328.27,Cali,Tarjeta_Debito,Call_Center,Vendedor_009,Cancelada
2954,2025-07-16,Cliente_002,Mouse,Computadores,10,1735.73,0.09,15795.14,Pereira,Efectivo,Tienda,Vendedor_008,Completada
2955,2025-09-04,Cliente_005,Celular,Telefonia,3,1476.59,0.05,4208.28,Pereira,Tarjeta_Debito,Call_Center,Vendedor_029,Cancelada
2956,2025-05-13,Cliente_002,Teclado,Perifericos,8,918.08,0.18,6022.6,Barranquilla,Tarjeta_Debito,Tienda,Vendedor_022,Completada
2957,2025-09-01,Cliente_005,Impresora,Perifericos,2,1471.76,0.1,2649.17,Bogota,Transferencia,Web,Vendedor_038,Completada
2958,2025-07-26,Cliente_002,Tablet,Impresion,1,404.67,0.02,396.58,Cartagena,Transferencia,App,Vendedor_008,Cancelada
2959,2025-06-26,Cliente_004,Mouse,Telefonia,3,195.89,0.03,570.04,Cartagena,Tarjeta_Credito,App,Vendedor_047,Pendiente
2960,2025-06-21,Cliente_010,Teclado,Impresion,4,548.7,0.09,1997.27,Cali,Tarjeta_Credito,App,Vendedor_024,Completada
2961,2025-03-13,Cliente_007,Disco_SSD,Computadores,2,1858.87,0.09,3383.14,Cartagena,Efectivo,Web,Vendedor_042,Completada
2962,2025-02-07,Cliente_002,Webcam,Computadores,2,1051.21,0.02,2060.37,Medellin,Efectivo,Web,Vendedor_018,Cancelada
2963,2025-02-02,Cliente_003,Mouse,Perifericos,4,445.89,0.17,1480.35,Manizales,Efectivo,Tienda,Vendedor_018,Cancelada
2964,2025-01-13,Cliente_005,Tablet,Telefonia,8,1818.4,0.16,12219.65,Cartagena,Tarjeta_Credito,Web,Vendedor_038,Completada
2965,2025-11-08,Cliente_008,Mouse,Impresion,1,600.85,0.14,516.73,Barranquilla,Efectivo,Web,Vendedor_030,Cancelada
2966,2025-10-29,Cliente_008,Impresora,Perifericos,6,817.94,0.14,4220.57,Bogota,Tarjeta_Credito,Tienda,Vendedor_046,Pendiente
2967,2025-01-03,Cliente_002,Impresora,Computadores,6,394.28,0.15,2010.83,Cartagena,Efectivo,App,Vendedor_018,Completada
2968,2025-06-09,Cliente_010,Celular,Telefonia,8,1515.6,0.03,11761.06,Barranquilla,Efectivo,App,Vendedor_010,Completada
2969,2025-06-02,Cliente_003,Disco_SSD,Almacenamiento,10,1325.97,0.12,11668.54,Barranquilla,Transferencia,Tienda,Vendedor_009,Pendiente
2970,2025-09-29,Cliente_008,Impresora,Computadores,9,424.13,0.11,3397.28,Bogota,Efectivo,Tienda,Vendedor_004,Cancelada
2971,2025-10-04,Cliente_009,Impresora,Computadores,6,712.08,0.11,3802.51,Barranquilla,Transferencia,Call_Center,Vendedor_004,Cancelada
2972,2025-05-21,Cliente_006,Disco_SSD,Telefonia,6,362.33,0.04,2087.02,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_012,Completada
2973,2025-04-24,Cliente_005,Laptop,Computadores,7,644.6,0.1,4060.98,Bogota,Transferencia,App,Vendedor_019,Pendiente
2974,2025-09-08,Cliente_007,Impresora,Almacenamiento,1,577.57,0.07,537.14,Cali,Tarjeta_Debito,Call_Center,Vendedor_019,Pendiente
2975,2025-06-21,Cliente_008,Laptop,Impresion,9,1856.75,0.0,16710.75,Medellin,Efectivo,App,Vendedor_024,Completada
2976,2025-09-27,Cliente_004,Monitor,Almacenamiento,10,1441.54,0.12,12685.55,Barranquilla,Transferencia,Web,Vendedor_016,Pendiente
2977,2025-06-25,Cliente_005,Teclado,Telefonia,6,1277.31,0.14,6590.92,Manizales,Transferencia,Call_Center,Vendedor_047,Cancelada
2978,2025-06-18,Cliente_004,Tablet,Computadores,4,500.59,0.18,1641.94,Bucaramanga,Efectivo,Tienda,Vendedor_017,Pendiente
2979,2025-10-01,Cliente_002,Laptop,Impresion,6,283.9,0.14,1464.92,Cali,Efectivo,Call_Center,Vendedor_041,Completada
2980,2025-10-14,Cliente_005,Impresora,Impresion,4,905.9,0.11,3225.0,Cali,Efectivo,Web,Vendedor_046,Pendiente
2981,2025-11-26,Cliente_005,Teclado,Perifericos,9,492.95,0.0,4436.55,Manizales,Transferencia,Call_Center,Vendedor_042,Pendiente
2982,2025-04-07,Cliente_009,Celular,Telefonia,3,1799.5,0.17,4480.76,Medellin,Tarjeta_Debito,Tienda,Vendedor_024,Cancelada
2983,2025-01-27,Cliente_004,Webcam,Perifericos,3,604.21,0.01,1794.5,Bucaramanga,Tarjeta_Debito,App,Vendedor_035,Completada
2984,2025-03-26,Cliente_003,Monitor,Perifericos,3,1496.25,0.06,4219.43,Manizales,Efectivo,Web,Vendedor_026,Cancelada
2985,2025-03-10,Cliente_004,Laptop,Impresion,1,288.5,0.18,236.57,Manizales,Tarjeta_Debito,Tienda,Vendedor_037,Pendiente
2986,2025-11-20,Cliente_007,Impresora,Telefonia,10,304.33,0.16,2556.37,Manizales,Transferencia,Call_Center,Vendedor_014,Cancelada
2987,2025-03-01,Cliente_006,Monitor,Almacenamiento,4,1958.17,0.19,6344.47,Pereira,Tarjeta_Debito,App,Vendedor_042,Completada
2988,2025-11-16,Cliente_009,Celular,Impresion,10,1595.15,0.1,14356.35,Pereira,Transferencia,App,Vendedor_003,Completada
2989,2025-12-25,Cliente_008,Disco_SSD,Impresion,4,1622.19,0.12,5710.11,Cali,Transferencia,App,Vendedor_005,Pendiente
2990,2025-07-19,Cliente_003,Laptop,Telefonia,10,518.99,0.09,4722.81,Manizales,Efectivo,Web,Vendedor_033,Cancelada
2991,2025-08-26,Cliente_007,Impresora,Perifericos,8,1380.84,0.16,9279.24,Bucaramanga,Transferencia,Web,Vendedor_004,Cancelada
2992,2025-01-19,Cliente_009,Impresora,Telefonia,3,1550.95,0.09,4234.09,Cali,Tarjeta_Debito,Tienda,Vendedor_030,Cancelada
2993,2025-12-21,Cliente_007,Mouse,Almacenamiento,4,309.35,0.05,1175.53,Cartagena,Transferencia,Web,Vendedor_042,Cancelada
2994,2025-08-24,Cliente_009,Mouse,Almacenamiento,5,1741.06,0.17,7225.4,Bogota,Efectivo,App,Vendedor_024,Cancelada
2995,2025-05-15,Cliente_010,Celular,Telefonia,8,1259.57,0.15,8565.08,Bogota,Tarjeta_Debito,App,Vendedor_017,Cancelada
2996,2025-05-06,Cliente_005,Laptop,Telefonia,3,1690.47,0.16,4259.98,Manizales,Tarjeta_Credito,Tienda,Vendedor_031,Pendiente
2997,2025-04-04,Cliente_006,Audifonos,Impresion,10,319.67,0.18,2621.29,Bucaramanga,Efectivo,App,Vendedor_039,Completada
2998,2025-11-18,Cliente_005,Audifonos,Almacenamiento,1,1828.58,0.0,1828.58,Pereira,Tarjeta_Credito,Web,Vendedor_028,Pendiente
2999,2025-03-19,Cliente_009,Tablet,Impresion,10,707.58,0.1,6368.22,Manizales,Tarjeta_Credito,Web,Vendedor_027,Pendiente
3000,2025-09-28,Cliente_006,Monitor,Almacenamiento,10,579.6,0.02,5680.08,Cali,Transferencia,Tienda,Vendedor_039,Pendiente
3001,2025-03-27,Cliente_002,Webcam,Telefonia,3,841.67,0.06,2373.51,Barranquilla,Tarjeta_Credito,Tienda,Vendedor_024,Pendiente
3002,2025-07-19,Cliente_005,Laptop,Computadores,3,910.31,0.11,2430.53,Medellin,Efectivo,Call_Center,Vendedor_038,Completada
3003,2025-09-29,Cliente_005,Laptop,Telefonia,2,1719.17,0.02,3369.57,Bogota,Efectivo,Tienda,Vendedor_003,Completada
3004,2025-11-21,Cliente_006,Tablet,Perifericos,8,1480.91,0.05,11254.92,Pereira,Tarjeta_Debito,App,Vendedor_007,Completada
3005,2025-12-24,Cliente_003,Celular,Telefonia,1,792.35,0.09,721.04,Manizales,Tarjeta_Debito,Tienda,Vendedor_040,Completada
3006,2025-01-07,Cliente_008,Webcam,Computadores,3,1500.24,0.03,4365.7,Bucaramanga,Tarjeta_Debito,Tienda,Vendedor_028,Pendiente
3007,2025-11-06,Cliente_004,Mouse,Almacenamiento,4,523.01,0.05,1987.44,Medellin,Tarjeta_Credito,Tienda,Vendedor_013,Pendiente
3008,2025-07-14,Cliente_002,Webcam,Impresion,3,448.88,0.01,1333.17,Manizales,Tarjeta_Credito,App,Vendedor_033,Cancelada
3009,2025-01-03,Cliente_009,Monitor,Almacenamiento,10,1445.14,0.08,13295.29,Cartagena,Transferencia,App,Vendedor_046,Pendiente
3010,2025-03-27,Cliente_007,Laptop,Impresion,2,1655.67,0.19,2682.19,Pereira,Tarjeta_Debito,App,Vendedor_049,Cancelada
3011,2025-07-11,Cliente_003,Monitor,Perifericos,5,1731.67,0.2,6926.68,Cartagena,Tarjeta_Debito,App,Vendedor_008,Cancelada
3012,2025-04-10,Cliente_007,Celular,Impresion,10,206.46,0.18,1692.97,Bogota,Tarjeta_Credito,Tienda,Vendedor_030,Pendiente
3013,2025-07-29,Cliente_006,Impresora,Telefonia,8,753.56,0.0,6028.48,Barranquilla,Tarjeta_Debito,App,Vendedor_040,Completada
3014,2025-03-07,Cliente_006,Audifonos,Telefonia,10,609.31,0.02,5971.24,Manizales,Tarjeta_Debito,Tienda,Vendedor_030,Pendiente
3015,2025-07-16,Cliente_005,Monitor,Computadores,10,217.04,0.02,2126.99,Cartagena,Transferencia,Tienda,Vendedor_029,Pendiente
3016,2025-05-05,Cliente_007,Audifonos,Computadores,10,1130.16,0.0,11301.6,Bucaramanga,Transferencia,App,Vendedor_029,Completada
3017,2025-05-03,Cliente_001,Teclado,Perifericos,2,1872.83,0.15,3183.81,Manizales,Tarjeta_Credito,Tienda,Vendedor_025,Pendiente
3018,2025-03-22,Cliente_009,Disco_SSD,Perifericos,10,1496.54,0.18,12271.63,Barranquilla,Tarjeta_Credito,Call_Center,Vendedor_049,Completada
3019,2025-12-30,Cliente_010,Webcam,Almacenamiento,5,908.2,0.13,3950.67,Cartagena,Tarjeta_Debito,App,Vendedor_015,Completada
3020,2025-07-28,Cliente_010,Disco_SSD,Impresion,2,778.19,0.02,1525.25,Barranquilla,Tarjeta_Credito,Call_Center,Vendedor_025,Pendiente
3021,2025-08-14,Cliente_007,Tablet,Almacenamiento,8,68.39,0.09,497.88,Bogota,Tarjeta_Credito,App,Vendedor_034,Completada
3022,2025-02-04,Cliente_005,Impresora,Perifericos,6,548.11,0.14,2828.25,Pereira,Tarjeta_Debito,App,Vendedor_013,Cancelada
3023,2025-06-20,Cliente_003,Impresora,Perifericos,8,1765.15,0.07,13132.72,Medellin,Efectivo,Tienda,Vendedor_014,Pendiente
3024,2025-06-30,Cliente_002,Webcam,Impresion,5,1507.19,0.08,6933.07,Bucaramanga,Transferencia,Call_Center,Vendedor_022,Pendiente
3025,2025-04-12,Cliente_009,Tablet,Telefonia,5,1856.92,0.08,8541.83,Cartagena,Transferencia,Call_Center,Vendedor_012,Completada
3026,2025-07-11,Cliente_003,Monitor,Computadores,2,1907.34,0.17,3166.18,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_004,Pendiente
3027,2025-11-20,Cliente_004,Disco_SSD,Perifericos,9,492.79,0.04,4257.71,Medellin,Tarjeta_Credito,Tienda,Vendedor_044,Pendiente
3028,2025-12-30,Cliente_001,Audifonos,Almacenamiento,8,334.31,0.11,2380.29,Cali,Tarjeta_Credito,Tienda,Vendedor_032,Completada
3029,2025-10-01,Cliente_007,Laptop,Computadores,10,1920.76,0.19,15558.16,Pereira,Tarjeta_Credito,Web,Vendedor_037,Cancelada
3030,2025-04-30,Cliente_008,Mouse,Almacenamiento,1,358.88,0.02,351.7,Cartagena,Efectivo,Web,Vendedor_048,Cancelada
3031,2025-07-24,Cliente_008,Celular,Computadores,5,772.31,0.12,3398.16,Bucaramanga,Tarjeta_Credito,App,Vendedor_006,Completada
3032,2025-12-07,Cliente_009,Disco_SSD,Computadores,7,1529.22,0.12,9420.0,Cali,Efectivo,Call_Center,Vendedor_035,Cancelada
3033,2025-11-04,Cliente_001,Webcam,Telefonia,6,1646.83,0.13,8596.45,Bogota,Tarjeta_Debito,Call_Center,Vendedor_015,Cancelada
3034,2025-10-05,Cliente_006,Monitor,Almacenamiento,10,963.48,0.12,8478.62,Manizales,Tarjeta_Credito,Call_Center,Vendedor_016,Completada
3035,2025-03-11,Cliente_001,Mouse,Telefonia,2,326.46,0.06,613.74,Manizales,Tarjeta_Debito,Call_Center,Vendedor_001,Completada
3036,2025-07-23,Cliente_002,Webcam,Perifericos,1,1333.21,0.08,1226.55,Pereira,Tarjeta_Credito,Tienda,Vendedor_031,Pendiente
3037,2025-02-27,Cliente_007,Laptop,Impresion,9,657.06,0.2,4730.83,Cartagena,Efectivo,App,Vendedor_016,Cancelada
3038,2025-11-23,Cliente_010,Tablet,Computadores,8,119.29,0.02,935.23,Medellin,Tarjeta_Debito,Call_Center,Vendedor_001,Pendiente
3039,2025-03-05,Cliente_006,Teclado,Almacenamiento,6,1698.3,0.12,8967.02,Barranquilla,Transferencia,App,Vendedor_012,Pendiente
3040,2025-07-27,Cliente_003,Celular,Computadores,3,890.75,0.1,2405.03,Bucaramanga,Efectivo,Call_Center,Vendedor_002,Pendiente
3041,2025-04-30,Cliente_005,Mouse,Telefonia,4,969.84,0.18,3181.08,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_050,Cancelada
3042,2025-12-09,Cliente_004,Audifonos,Telefonia,7,299.6,0.1,1887.48,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_020,Completada
3043,2025-01-04,Cliente_008,Disco_SSD,Impresion,5,1082.81,0.06,5089.21,Pereira,Efectivo,Call_Center,Vendedor_050,Cancelada
3044,2025-03-15,Cliente_008,Tablet,Telefonia,4,1375.64,0.19,4457.07,Cali,Tarjeta_Debito,Call_Center,Vendedor_036,Pendiente
3045,2025-07-12,Cliente_008,Impresora,Computadores,1,207.28,0.12,182.41,Cali,Efectivo,Web,Vendedor_013,Cancelada
3046,2025-03-19,Cliente_006,Monitor,Impresion,10,1193.69,0.11,10623.84,Bucaramanga,Transferencia,App,Vendedor_042,Pendiente
3047,2025-07-15,Cliente_001,Audifonos,Computadores,8,1677.95,0.19,10873.12,Bogota,Efectivo,Web,Vendedor_001,Pendiente
3048,2025-07-05,Cliente_009,Tablet,Almacenamiento,2,457.55,0.1,823.59,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_020,Completada
3049,2025-08-03,Cliente_005,Webcam,Impresion,2,1314.11,0.07,2444.24,Medellin,Efectivo,Call_Center,Vendedor_037,Completada
3050,2025-12-24,Cliente_008,Teclado,Impresion,6,373.76,0.04,2152.86,Barranquilla,Transferencia,Web,Vendedor_029,Pendiente
3051,2025-04-12,Cliente_007,Teclado,Perifericos,3,779.09,0.07,2173.66,Bogota,Tarjeta_Debito,Tienda,Vendedor_026,Cancelada
3052,2025-05-03,Cliente_002,Audifonos,Perifericos,3,1766.49,0.17,4398.56,Manizales,Efectivo,Tienda,Vendedor_010,Completada
3053,2025-06-09,Cliente_007,Disco_SSD,Almacenamiento,9,1333.98,0.08,11045.35,Manizales,Tarjeta_Credito,Tienda,Vendedor_024,Pendiente
3054,2025-07-27,Cliente_002,Laptop,Perifericos,2,1053.16,0.14,1811.44,Cali,Tarjeta_Credito,Web,Vendedor_032,Cancelada
3055,2025-05-27,Cliente_008,Teclado,Computadores,1,1940.47,0.13,1688.21,Barranquilla,Transferencia,App,Vendedor_049,Pendiente
3056,2025-05-16,Cliente_005,Webcam,Almacenamiento,1,1805.61,0.17,1498.66,Bucaramanga,Tarjeta_Debito,App,Vendedor_031,Pendiente
3057,2025-02-15,Cliente_002,Celular,Computadores,8,49.36,0.06,371.19,Manizales,Tarjeta_Credito,Web,Vendedor_031,Pendiente
3058,2025-03-07,Cliente_004,Tablet,Almacenamiento,1,908.23,0.18,744.75,Cali,Efectivo,Web,Vendedor_042,Pendiente
3059,2025-01-11,Cliente_004,Disco_SSD,Perifericos,9,447.41,0.18,3301.89,Pereira,Tarjeta_Credito,Tienda,Vendedor_003,Cancelada
3060,2025-03-16,Cliente_002,Webcam,Computadores,9,1758.47,0.08,14560.13,Bucaramanga,Tarjeta_Credito,App,Vendedor_018,Completada
3061,2025-03-24,Cliente_002,Monitor,Perifericos,4,828.46,0.09,3015.59,Medellin,Tarjeta_Credito,Web,Vendedor_002,Cancelada
3062,2025-09-10,Cliente_003,Mouse,Perifericos,7,1333.58,0.1,8401.55,Pereira,Tarjeta_Credito,Web,Vendedor_045,Cancelada
3063,2025-03-29,Cliente_007,Laptop,Almacenamiento,7,1934.18,0.13,11779.16,Cartagena,Efectivo,Call_Center,Vendedor_003,Completada
3064,2025-05-02,Cliente_001,Celular,Telefonia,5,93.96,0.18,385.24,Cartagena,Efectivo,App,Vendedor_019,Pendiente
3065,2025-05-24,Cliente_008,Monitor,Almacenamiento,9,711.46,0.02,6275.08,Cali,Tarjeta_Debito,App,Vendedor_050,Completada
3066,2025-09-27,Cliente_008,Mouse,Impresion,8,1866.19,0.18,12242.21,Barranquilla,Tarjeta_Credito,Web,Vendedor_023,Cancelada
3067,2025-08-26,Cliente_006,Mouse,Almacenamiento,3,69.12,0.01,205.29,Cali,Tarjeta_Credito,Call_Center,Vendedor_011,Cancelada
3068,2025-05-24,Cliente_008,Impresora,Almacenamiento,4,23.23,0.01,91.99,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_014,Completada
3069,2025-12-18,Cliente_005,Monitor,Almacenamiento,1,1599.18,0.04,1535.21,Manizales,Tarjeta_Credito,Tienda,Vendedor_016,Cancelada
3070,2025-04-12,Cliente_001,Monitor,Telefonia,8,1633.17,0.05,12412.09,Manizales,Tarjeta_Credito,Web,Vendedor_003,Completada
3071,2025-07-11,Cliente_006,Laptop,Telefonia,3,665.32,0.18,1636.69,Bogota,Transferencia,Call_Center,Vendedor_016,Pendiente
3072,2025-04-13,Cliente_003,Monitor,Perifericos,6,250.72,0.13,1308.76,Bogota,Efectivo,Tienda,Vendedor_006,Cancelada
3073,2025-05-27,Cliente_006,Laptop,Almacenamiento,4,1058.84,0.02,4150.65,Medellin,Transferencia,Tienda,Vendedor_012,Cancelada
3074,2025-03-29,Cliente_002,Monitor,Perifericos,8,1461.64,0.15,9939.15,Bucaramanga,Tarjeta_Credito,App,Vendedor_014,Pendiente
3075,2025-11-12,Cliente_002,Mouse,Almacenamiento,3,305.31,0.18,751.06,Bogota,Efectivo,Tienda,Vendedor_036,Pendiente
3076,2025-12-11,Cliente_006,Tablet,Impresion,1,929.47,0.14,799.34,Bucaramanga,Tarjeta_Credito,Tienda,Vendedor_002,Cancelada
3077,2025-07-12,Cliente_001,Celular,Perifericos,9,1157.33,0.01,10311.81,Cartagena,Efectivo,App,Vendedor_005,Pendiente
3078,2025-07-08,Cliente_008,Mouse,Almacenamiento,6,204.26,0.09,1115.26,Pereira,Transferencia,Tienda,Vendedor_004,Pendiente
3079,2025-12-18,Cliente_003,Tablet,Impresion,1,1418.17,0.09,1290.53,Manizales,Transferencia,Tienda,Vendedor_013,Pendiente
3080,2025-03-16,Cliente_010,Audifonos,Perifericos,2,496.59,0.17,824.34,Bucaramanga,Efectivo,Call_Center,Vendedor_007,Pendiente
3081,2025-12-10,Cliente_010,Teclado,Impresion,9,318.88,0.14,2468.13,Barranquilla,Tarjeta_Debito,Call_Center,Vendedor_014,Cancelada
3082,2025-06-10,Cliente_009,Mouse,Computadores,8,1722.68,0.04,13230.18,Cartagena,Tarjeta_Credito,Call_Center,Vendedor_042,Pendiente
3083,2025-12-11,Cliente_004,Laptop,Impresion,10,1213.09,0.18,9947.34,Pereira,Efectivo,Call_Center,Vendedor_027,Pendiente
3084,2025-02-22,Cliente_008,Impresora,Telefonia,3,548.05,0.14,1413.97,Manizales,Tarjeta_Debito,Web,Vendedor_012,Pendiente
3085,2025-01-22,Cliente_009,Webcam,Computadores,1,170.87,0.11,152.07,Medellin,Tarjeta_Credito,App,Vendedor_022,Completada
3086,2025-12-01,Cliente_006,Teclado,Perifericos,5,1195.6,0.07,5559.54,Cali,Tarjeta_Debito,Call_Center,Vendedor_049,Completada
3087,2025-07-30,Cliente_001,Mouse,Almacenamiento,9,1407.81,0.16,10643.04,Cali,Transferencia,Tienda,Vendedor_022,Completada
3088,2025-12-05,Cliente_005,Impresora,Computadores,10,576.45,0.08,5303.34,Barranquilla,Tarjeta_Credito,Web,Vendedor_002,Cancelada
