id_venta,fecha,cliente,producto,categoria,cantidad,precio_unitario,descuento,total,ciudad,metodo_pago,canal,vendedor,estado
1703,2024-08-20,Cliente_005,Webcam,Telefonia,7,1041.71,0.05,6927.37,Barranquilla,Efectivo,Call_Center,Vendedor_025,Pendiente
1704,2024-08-25,Cliente_006,Celular,Telefonia,5,92.55,0.13,402.59,Barranquilla,Transferencia,Call_Center,Vendedor_027,Cancelada
1705,2024-03-03,Cliente_008,Monitor,Almacenamiento,6,753.93,0.2,3618.86,Bogota,Transferencia,Tienda,Vendedor_043,Pendiente
1706,2024-11-21,Cliente_009,Celular,Impresion,10,1966.47,0.15,16714.99,Barranquilla,Tarjeta_Debito,Call_Center,Vendedor_034,Cancelada
1707,2024-07-28,Cliente_003,Teclado,Telefonia,10,350.17,0.0,3501.7,Bogota,Efectivo,Call_Center,Vendedor_002,Pendiente
1708,2024-03-01,Cliente_004,Teclado,Almacenamiento,9,712.2,0.0,6409.8,Pereira,Transferencia,Web,Vendedor_017,Pendiente
1709,2024-09-16,Cliente_006,Monitor,Telefonia,3,394.41,0.04,1135.9,Pereira,Efectivo,Call_Center,Vendedor_020,Cancelada
1710,2024-05-28,Cliente_005,Audifonos,Telefonia,3,719.1,0.14,1855.28,Bogota,Transferencia,Web,Vendedor_024,Completada
1711,2024-10-17,Cliente_010,Teclado,Telefonia,9,664.01,0.07,5557.76,Manizales,Tarjeta_Debito,Tienda,Vendedor_038,Pendiente
1712,2024-10-08,Cliente_005,Teclado,Impresion,8,548.28,0.0,4386.24,Medellin,Tarjeta_Credito,Call_Center,Vendedor_042,Completada
1713,2024-10-01,Cliente_010,Impresora,Computadores,10,1092.45,0.09,9941.3,Bogota,Tarjeta_Debito,Web,Vendedor_043,Completada
1714,2024-10-30,Cliente_007,Monitor,Almacenamiento,4,230.55,0.12,811.54,Barranquilla,Tarjeta_Debito,Web,Vendedor_012,Cancelada
1715,2024-05-17,Cliente_002,Teclado,Computadores,4,1230.15,0.09,4477.75,Bogota,Transferencia,Call_Center,Vendedor_050,Completada
1716,2024-06-13,Cliente_006,Audifonos,Almacenamiento,7,1242.7,0.1,7829.01,Barranquilla,Transferencia,Tienda,Vendedor_018,Completada
1717,2024-07-09,Cliente_005,Celular,Almacenamiento,7,412.15,0.15,2452.29,Pereira,Tarjeta_Credito,Tienda,Vendedor_032,Cancelada
1718,2024-11-23,Cliente_002,Tablet,Telefonia,2,1290.53,0.02,2529.44,Medellin,Tarjeta_Credito,Tienda,Vendedor_046,Cancelada
1719,2024-05-10,Cliente_001,Impresora,Telefonia,7,1385.74,0.1,8730.16,Bucaramanga,Tarjeta_Debito,Tienda,Vendedor_012,Cancelada
1720,2024-10-17,Cliente_003,Impresora,Impresion,7,1353.28,0.03,9188.77,Medellin,Efectivo,App,Vendedor_005,Pendiente
1721,2024-02-29,Cliente_003,Impresora,Computadores,3,757.36,0.11,2022.15,Bogota,Tarjeta_Credito,App,Vendedor_038,Pendiente
1722,2024-09-09,Cliente_006,Impresora,Computadores,6,1401.35,0.07,7819.53,Barranquilla,Efectivo,Web,Vendedor_030,Cancelada
1723,2024-02-27,Cliente_006,Laptop,Almacenamiento,1,1315.72,0.06,1236.78,Pereira,Tarjeta_Debito,App,Vendedor_050,Cancelada
1724,2024-10-22,Cliente_001,Celular,Almacenamiento,9,1871.13,0.04,16166.56,Pereira,Tarjeta_Debito,Tienda,Vendedor_017,Completada
1725,2024-02-01,Cliente_005,Teclado,Almacenamiento,1,1736.66,0.07,1615.09,Pereira,Tarjeta_Credito,Call_Center,Vendedor_019,Cancelada
1726,2024-11-18,Cliente_002,Teclado,Impresion,6,1571.77,0.12,8298.95,Barranquilla,Tarjeta_Debito,Tienda,Vendedor_010,Pendiente
1727,2024-10-18,Cliente_006,Impresora,Perifericos,2,1459.27,0.1,2626.69,Cartagena,Transferencia,Tienda,Vendedor_008,Pendiente
1728,2024-07-06,Cliente_002,Celular,Almacenamiento,1,1104.7,0.08,1016.32,Barranquilla,Tarjeta_Debito,Call_Center,Vendedor_024,Completada
1729,2024-07-07,Cliente_005,Monitor,Telefonia,2,691.46,0.17,1147.82,Bogota,Tarjeta_Credito,App,Vendedor_040,Completada
1730,2024-06-19,Cliente_002,Monitor,Impresion,5,552.11,0.15,2346.47,Barranquilla,Tarjeta_Credito,App,Vendedor_037,Cancelada
1731,2024-11-20,Cliente_004,Teclado,Telefonia,6,461.72,0.1,2493.29,Cartagena,Efectivo,App,Vendedor_023,Completada
1732,2024-08-24,Cliente_008,Mouse,Computadores,9,689.19,0.14,5334.33,Cartagena,Tarjeta_Credito,Tienda,Vendedor_043,Completada
1733,2024-09-08,Cliente_003,Mouse,Computadores,1,1584.41,0.15,1346.75,Cali,Transferencia,Call_Center,Vendedor_032,Pendiente
1734,2024-05-03,Cliente_002,Impresora,Telefonia,7,123.19,0.01,853.71,Bucaramanga,Transferencia,Call_Center,Vendedor_020,Cancelada
1735,2024-06-24,Cliente_007,Impresora,Computadores,9,489.28,0.15,3742.99,Manizales,Tarjeta_Credito,Web,Vendedor_011,Completada
1736,2024-03-02,Cliente_010,Tablet,Almacenamiento,2,1838.3,0.16,3088.34,Barranquilla,Tarjeta_Debito,Tienda,Vendedor_049,Completada
1737,2024-11-15,Cliente_001,Monitor,Computadores,2,1374.29,0.11,2446.24,Barranquilla,Efectivo,App,Vendedor_047,Cancelada
1738,2024-01-10,Cliente_002,Disco_SSD,Perifericos,2,914.3,0.13,1590.88,Cartagena,Tarjeta_Credito,Web,Vendedor_004,Completada
1739,2024-05-10,Cliente_010,Webcam,Impresion,4,253.92,0.18,832.86,Cartagena,Transferencia,Web,Vendedor_047,Pendiente
1740,2024-12-21,Cliente_006,Mouse,Perifericos,2,1586.74,0.12,2792.66,Pereira,Efectivo,Call_Center,Vendedor_011,Cancelada
1741,2024-07-05,Cliente_001,Audifonos,Perifericos,4,59.67,0.08,219.59,Manizales,Transferencia,App,Vendedor_032,Pendiente
1742,2024-12-05,Cliente_007,Teclado,Perifericos,8,1325.52,0.02,10392.08,Pereira,Tarjeta_Debito,Tienda,Vendedor_023,Pendiente
1743,2024-08-19,Cliente_008,Celular,Almacenamiento,8,351.11,0.2,2247.1,Barranquilla,Transferencia,App,Vendedor_023,Cancelada
1744,2024-07-20,Cliente_001,Monitor,Computadores,7,1368.49,0.12,8429.9,Cartagena,Transferencia,Call_Center,Vendedor_004,Completada
1745,2024-05-08,Cliente_004,Teclado,Computadores,8,936.66,0.09,6818.88,Bogota,Tarjeta_Credito,App,Vendedor_028,Pendiente
1746,2024-05-06,Cliente_005,Teclado,Telefonia,4,147.13,0.17,488.47,Medellin,Transferencia,App,Vendedor_033,Completada
1747,2024-09-22,Cliente_010,Impresora,Telefonia,6,925.45,0.09,5052.96,Medellin,Efectivo,Web,Vendedor_031,Completada
1748,2024-09-17,Cliente_009,Monitor,Impresion,10,288.52,0.11,2567.83,Cali,Tarjeta_Credito,Tienda,Vendedor_018,Cancelada
1749,2024-07-21,Cliente_001,Teclado,Perifericos,6,1673.82,0.02,9842.06,Cartagena,Transferencia,App,Vendedor_019,Pendiente
1750,2024-12-30,Cliente_005,Monitor,Computadores,4,792.76,0.08,2917.36,Bucaramanga,Tarjeta_Credito,Tienda,Vendedor_047,Pendiente
1751,2024-12-10,Cliente_007,Celular,Perifericos,9,1788.19,0.16,13518.72,Bogota,Tarjeta_Credito,Tienda,Vendedor_037,Pendiente
1752,2024-02-22,Cliente_001,Impresora,Computadores,2,1408.47,0.05,2676.09,Medellin,Efectivo,Web,Vendedor_023,Cancelada
1753,2024-09-10,Cliente_002,Laptop,Perifericos,2,452.54,0.18,742.17,Manizales,Tarjeta_Debito,Web,Vendedor_031,Completada
1754,2024-08-10,Cliente_007,Audifonos,Almacenamiento,3,712.57,0.04,2052.2,Medellin,Tarjeta_Credito,Call_Center,Vendedor_001,Cancelada
1755,2024-08-08,Cliente_007,Tablet,Telefonia,7,1947.75,0.14,11725.45,Medellin,Efectivo,App,Vendedor_039,Cancelada
1756,2024-03-20,Cliente_009,Laptop,Almacenamiento,4,754.85,0.13,2626.88,Pereira,Tarjeta_Credito,Tienda,Vendedor_012,Pendiente
1757,2024-09-10,Cliente_005,Disco_SSD,Impresion,7,402.51,0.07,2620.34,Barranquilla,Tarjeta_Credito,Tienda,Vendedor_018,Cancelada
1758,2024-12-01,Cliente_007,Impresora,Impresion,4,1434.89,0.03,5567.37,Manizales,Tarjeta_Credito,Call_Center,Vendedor_037,Completada
1759,2024-04-04,Cliente_008,Mouse,Almacenamiento,7,114.39,0.06,752.69,Manizales,Efectivo,Web,Vendedor_005,Completada
1760,2024-02-21,Cliente_007,Disco_SSD,Telefonia,6,900.49,0.16,4538.47,Barranquilla,Tarjeta_Credito,Tienda,Vendedor_048,Completada
1761,2024-03-21,Cliente_009,Teclado,Perifericos,9,970.39,0.18,7161.48,Pereira,Transferencia,App,Vendedor_030,Pendiente
1762,2024-11-25,Cliente_002,Impresora,Perifericos,1,1572.3,0.0,1572.3,Pereira,Tarjeta_Debito,App,Vendedor_008,Pendiente
1763,2024-06-22,Cliente_007,Audifonos,Perifericos,5,1308.07,0.14,5624.7,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_001,Cancelada
1764,2024-07-18,Cliente_004,Impresora,Telefonia,3,1883.6,0.08,5198.74,Bucaramanga,Efectivo,Tienda,Vendedor_007,Cancelada
1765,2024-05-04,Cliente_002,Disco_SSD,Almacenamiento,7,425.33,0.19,2411.62,Barranquilla,Tarjeta_Credito,App,Vendedor_007,Completada
1766,2024-04-09,Cliente_001,Laptop,Almacenamiento,7,440.71,0.2,2467.98,Medellin,Tarjeta_Debito,Call_Center,Vendedor_008,Completada
1767,2024-05-17,Cliente_004,Disco_SSD,Computadores,5,1290.51,0.03,6258.97,Barranquilla,Tarjeta_Debito,Tienda,Vendedor_021,Pendiente
1768,2024-04-27,Cliente_004,Monitor,Computadores,4,1973.62,0.05,7499.76,Barranquilla,Tarjeta_Credito,App,Vendedor_025,Cancelada
1769,2024-03-09,Cliente_005,Teclado,Telefonia,4,268.71,0.2,859.87,Cartagena,Tarjeta_Debito,Web,Vendedor_010,Cancelada
1770,2024-01-26,Cliente_004,Audifonos,Impresion,5,553.49,0.1,2490.7,Manizales,Transferencia,Tienda,Vendedor_014,Completada
1771,2024-12-15,Cliente_008,Impresora,Computadores,3,1883.77,0.04,5425.26,Cali,Tarjeta_Credito,Web,Vendedor_040,Pendiente
1772,2024-02-06,Cliente_006,Impresora,Computadores,4,640.21,0.04,2458.41,Barranquilla,Tarjeta_Credito,App,Vendedor_030,Pendiente
1773,2024-02-17,Cliente_006,Tablet,Impresion,4,1069.43,0.15,3636.06,Bucaramanga,Tarjeta_Credito,Call_Center,Vendedor_013,Cancelada
1774,2024-05-24,Cliente_003,Celular,Perifericos,2,544.53,0.06,1023.72,Bucaramanga,Tarjeta_Debito,App,Vendedor_022,Pendiente
1775,2024-05-12,Cliente_003,Tablet,Computadores,7,1469.76,0.19,8333.54,Manizales,Tarjeta_Credito,App,Vendedor_049,Pendiente
1776,2024-03-21,Cliente_010,Disco_SSD,Computadores,7,1017.49,0.13,6196.51,Barranquilla,Tarjeta_Debito,Web,Vendedor_012,Pendiente
1777,2024-01-14,Cliente_002,Webcam,Almacenamiento,6,1028.94,0.14,5309.33,Bucaramanga,Efectivo,Web,Vendedor_021,Pendiente
1778,2024-04-11,Cliente_004,Laptop,Computadores,3,1144.61,0.19,2781.4,Cali,Transferencia,Call_Center,Vendedor_030,Completada
1779,2024-10-21,Cliente_001,Monitor,Computadores,9,641.17,0.16,4847.25,Bucaramanga,Tarjeta_Credito,Web,Vendedor_013,Completada
1780,2024-04-20,Cliente_002,Laptop,Telefonia,2,1159.24,0.08,2133.0,Medellin,Efectivo,App,Vendedor_018,Cancelada
1781,2024-05-09,Cliente_001,Audifonos,Computadores,3,1562.65,0.14,4031.64,Cali,Transferencia,App,Vendedor_011,Completada
1782,2024-12-11,Cliente_004,Celular,Telefonia,3,442.3,0.13,1154.4,Cartagena,Transferencia,Web,Vendedor_029,Completada
1783,2024-10-04,Cliente_003,Webcam,Perifericos,7,792.45,0.0,5547.15,Pereira,Transferencia,Tienda,Vendedor_025,Pendiente
1784,2024-05-29,Cliente_004,Webcam,Almacenamiento,5,367.86,0.0,1839.3,Bucaramanga,Efectivo,App,Vendedor_016,Pendiente
1785,2024-10-16,Cliente_005,Mouse,Almacenamiento,7,1846.41,0.06,12149.38,Pereira,Efectivo,Call_Center,Vendedor_035,Cancelada
1786,2024-09-03,Cliente_010,Audifonos,Telefonia,3,1670.55,0.02,4911.42,Cartagena,Tarjeta_Credito,Web,Vendedor_012,Cancelada
1787,2024-05-31,Cliente_006,Mouse,Impresion,2,1060.93,0.12,1867.24,Cartagena,Tarjeta_Debito,Tienda,Vendedor_037,Pendiente
1788,2024-11-27,Cliente_007,Webcam,Computadores,6,1930.59,0.05,11004.36,Cartagena,Efectivo,Call_Center,Vendedor_027,Cancelada
1789,2024-11-10,Cliente_008,Laptop,Telefonia,6,1535.59,0.02,9029.27,Barranquilla,Efectivo,Web,Vendedor_032,Completada
1790,2024-04-08,Cliente_004,Audifonos,Telefonia,5,382.52,0.18,1568.33,Bogota,Tarjeta_Debito,Web,Vendedor_029,Completada
1791,2024-09-20,Cliente_001,Mouse,Impresion,9,1155.12,0.19,8420.82,Pereira,Efectivo,Call_Center,Vendedor_030,Completada
1792,2024-07-10,Cliente_008,Celular,Computadores,4,533.8,0.12,1878.98,Bucaramanga,Tarjeta_Debito,Web,Vendedor_042,Pendiente
1793,2024-04-02,Cliente_008,Impresora,Computadores,10,1148.71,0.19,9304.55,Manizales,Efectivo,Tienda,Vendedor_037,Pendiente
1794,2024-04-07,Cliente_007,Mouse,Computadores,2,40.71,0.15,69.21,Cali,Efectivo,App,Vendedor_017,Completada
1795,2024-03-04,Cliente_008,Mouse,Telefonia,5,31.55,0.19,127.78,Medellin,Efectivo,Call_Center,Vendedor_031,Completada
1796,2024-07-29,Cliente_006,Tablet,Perifericos,10,1395.4,0.07,12977.22,Cartagena,Transferencia,App,Vendedor_039,Completada
1797,2024-03-09,Cliente_008,Tablet,Computadores,4,1840.27,0.16,6183.31,Medellin,Tarjeta_Credito,Call_Center,Vendedor_047,Cancelada
1798,2024-12-23,Cliente_010,Audifonos,Impresion,10,573.36,0.09,5217.58,Bogota,Tarjeta_Credito,Web,Vendedor_032,Cancelada
1799,2024-08-11,Cliente_009,Disco_SSD,Impresion,8,60.78,0.13,423.03,Manizales,Tarjeta_Credito,Tienda,Vendedor_049,Cancelada
1800,2024-09-26,Cliente_010,Disco_SSD,Computadores,7,402.25,0.12,2477.86,Barranquilla,Efectivo,App,Vendedor_039,Cancelada
1801,2024-02-04,Cliente_007,Disco_SSD,Impresion,10,1535.65,0.07,14281.54,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_036,Pendiente
1802,2024-07-26,Cliente_001,Mouse,Telefonia,10,599.28,0.18,4914.1,Cali,Tarjeta_Debito,App,Vendedor_016,Completada
1803,2024-01-09,Cliente_009,Disco_SSD,Computadores,4,828.55,0.03,3214.77,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_019,Completada
1804,2024-04-05,Cliente_002,Tablet,Computadores,7,1365.73,0.14,8221.69,Pereira,Transferencia,App,Vendedor_015,Completada
1805,2024-01-07,Cliente_008,Audifonos,Telefonia,8,642.73,0.12,4524.82,Cali,Tarjeta_Debito,Tienda,Vendedor_010,Cancelada
1806,2024-12-24,Cliente_006,Disco_SSD,Perifericos,3,1093.65,0.14,2821.62,Pereira,Transferencia,Web,Vendedor_048,Cancelada
1807,2024-04-07,Cliente_007,Webcam,Perifericos,9,1849.05,0.14,14311.65,Cali,Tarjeta_Credito,Web,Vendedor_023,Cancelada
1808,2024-01-21,Cliente_008,Laptop,Impresion,5,666.31,0.03,3231.6,Manizales,Transferencia,Web,Vendedor_045,Pendiente
1809,2024-08-04,Cliente_001,Tablet,Telefonia,10,1952.36,0.03,18937.89,Barranquilla,Tarjeta_Debito,Call_Center,Vendedor_005,Pendiente
1810,2024-10-06,Cliente_009,Teclado,Telefonia,10,554.93,0.1,4994.37,Cartagena,Efectivo,Call_Center,Vendedor_023,Completada
1811,2024-08-13,Cliente_009,Teclado,Telefonia,5,1641.65,0.18,6730.77,Bucaramanga,Transferencia,App,Vendedor_038,Completada
1812,2024-07-07,Cliente_004,Impresora,Almacenamiento,7,1052.38,0.19,5966.99,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_024,Pendiente
1813,2024-11-09,Cliente_010,Impresora,Perifericos,2,1393.69,0.2,2229.9,Bucaramanga,Tarjeta_Debito,Tienda,Vendedor_013,Cancelada
1814,2024-12-07,Cliente_005,Monitor,Computadores,10,1982.98,0.11,17648.52,Bucaramanga,Tarjeta_Debito,Call_Center,Vendedor_018,Cancelada
1815,2024-05-25,Cliente_003,Tablet,Almacenamiento,1,148.2,0.06,139.31,Medellin,Tarjeta_Credito,Call_Center,Vendedor_012,Cancelada
1816,2024-02-18,Cliente_008,Tablet,Perifericos,7,186.56,0.2,1044.74,Bucaramanga,Efectivo,Web,Vendedor_003,Completada
1817,2024-05-22,Cliente_009,Laptop,Computadores,10,1747.03,0.06,16422.08,Manizales,Tarjeta_Credito,Web,Vendedor_027,Completada
1818,2024-02-15,Cliente_010,Teclado,Almacenamiento,1,406.3,0.04,390.05,Medellin,Tarjeta_Debito,Web,Vendedor_043,Pendiente
1819,2024-02-05,Cliente_005,Laptop,Computadores,4,948.36,0.16,3186.49,Barranquilla,Efectivo,Web,Vendedor_035,Completada
1820,2024-05-29,Cliente_007,Audifonos,Impresion,6,1766.57,0.14,9115.5,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_013,Pendiente
1821,2024-06-10,Cliente_001,Laptop,Perifericos,5,1736.16,0.05,8246.76,Cali,Efectivo,Tienda,Vendedor_030,Pendiente
1822,2024-02-11,Cliente_004,Impresora,Computadores,10,1949.99,0.14,16769.91,Bucaramanga,Tarjeta_Debito,App,Vendedor_034,Pendiente
1823,2024-04-23,Cliente_003,Teclado,Telefonia,7,736.86,0.11,4590.64,Pereira,Tarjeta_Credito,App,Vendedor_014,Completada
1824,2024-03-24,Cliente_003,Audifonos,Impresion,4,1032.07,0.19,3343.91,Manizales,Tarjeta_Debito,Tienda,Vendedor_049,Completada
1825,2024-07-11,Cliente_005,Mouse,Almacenamiento,7,1044.14,0.07,6797.35,Barranquilla,Tarjeta_Credito,Tienda,Vendedor_034,Pendiente
1826,2024-07-04,Cliente_004,Laptop,Perifericos,8,724.84,0.16,4870.92,Bucaramanga,Tarjeta_Credito,Call_Center,Vendedor_041,Completada
1827,2024-01-30,Cliente_008,Disco_SSD,Perifericos,8,722.27,0.19,4680.31,Cartagena,Efectivo,Tienda,Vendedor_004,Pendiente
1828,2024-07-05,Cliente_001,Mouse,Computadores,6,1250.67,0.07,6978.74,Barranquilla,Transferencia,Web,Vendedor_003,Completada
1829,2024-06-05,Cliente_001,Celular,Telefonia,9,258.39,0.0,2325.51,Medellin,Tarjeta_Debito,Tienda,Vendedor_004,Pendiente
1830,2024-07-21,Cliente_007,Laptop,Computadores,5,1053.71,0.17,4372.9,Manizales,Efectivo,Web,Vendedor_020,Pendiente
1831,2024-01-25,Cliente_009,Tablet,Perifericos,7,1857.16,0.01,12870.12,Cali,Efectivo,Call_Center,Vendedor_046,Completada
1832,2024-09-10,Cliente_008,Webcam,Computadores,2,248.88,0.18,408.16,Cartagena,Tarjeta_Credito,Web,Vendedor_019,Pendiente
1833,2024-09-11,Cliente_001,Impresora,Computadores,6,39.45,0.19,191.73,Cali,Efectivo,Tienda,Vendedor_008,Pendiente
1834,2024-10-18,Cliente_001,Laptop,Perifericos,3,1947.55,0.03,5667.37,Bogota,Tarjeta_Credito,Call_Center,Vendedor_016,Cancelada
1835,2024-06-29,Cliente_008,Laptop,Telefonia,5,1111.67,0.18,4557.85,Cali,Transferencia,App,Vendedor_036,Completada
1836,2024-09-22,Cliente_005,Monitor,Computadores,2,579.72,0.12,1020.31,Bogota,Tarjeta_Debito,App,Vendedor_030,Completada
1837,2024-01-13,Cliente_005,Laptop,Impresion,3,316.1,0.09,862.95,Bucaramanga,Tarjeta_Credito,App,Vendedor_014,Pendiente
1838,2024-02-20,Cliente_009,Impresora,Telefonia,8,503.67,0.08,3707.01,Bucaramanga,Transferencia,Tienda,Vendedor_045,Cancelada
1839,2024-11-09,Cliente_006,Tablet,Almacenamiento,4,446.81,0.06,1680.01,Medellin,Efectivo,Tienda,Vendedor_034,Completada
1840,2024-09-08,Cliente_004,Celular,Perifericos,8,372.74,0.09,2713.55,Medellin,Tarjeta_Debito,App,Vendedor_026,Pendiente
1841,2024-11-20,Cliente_003,Monitor,Impresion,7,364.66,0.15,2169.73,Bogota,Tarjeta_Credito,Tienda,Vendedor_047,Pendiente
1842,2024-04-01,Cliente_008,Impresora,Telefonia,5,960.33,0.05,4561.57,Pereira,Tarjeta_Credito,App,Vendedor_029,Completada
1843,2024-05-10,Cliente_004,Audifonos,Almacenamiento,3,1391.32,0.14,3589.61,Pereira,Transferencia,App,Vendedor_050,Cancelada
1844,2024-07-14,Cliente_005,Monitor,Computadores,9,1373.25,0.15,10505.36,Barranquilla,Transferencia,App,Vendedor_009,Pendiente
1845,2024-05-05,Cliente_010,Audifonos,Perifericos,1,1577.79,0.18,1293.79,Cali,Transferencia,Tienda,Vendedor_031,Pendiente
1846,2024-06-20,Cliente_004,Laptop,Impresion,2,1127.46,0.11,2006.88,Manizales,Efectivo,Web,Vendedor_002,Completada
1847,2024-03-11,Cliente_005,Audifonos,Almacenamiento,1,1810.36,0.04,1737.95,Cali,Tarjeta_Debito,App,Vendedor_032,Pendiente
1848,2024-07-02,Cliente_002,Celular,Computadores,2,137.92,0.07,256.53,Pereira,Transferencia,Web,Vendedor_033,Completada
1849,2024-11-14,Cliente_001,Mouse,Computadores,8,833.77,0.16,5602.93,Barranquilla,Efectivo,App,Vendedor_048,Completada
1850,2024-05-12,Cliente_006,Celular,Perifericos,6,528.39,0.18,2599.68,Bucaramanga,Tarjeta_Debito,Web,Vendedor_019,Pendiente
1851,2024-11-10,Cliente_005,Teclado,Almacenamiento,3,920.41,0.11,2457.49,Barranquilla,Tarjeta_Credito,App,Vendedor_018,Pendiente
1852,2024-11-30,Cliente_007,Impresora,Impresion,6,1817.59,0.16,9160.65,Medellin,Tarjeta_Debito,Tienda,Vendedor_034,Cancelada
1853,2024-04-02,Cliente_003,Webcam,Impresion,1,1566.47,0.02,1535.14,Medellin,Tarjeta_Debito,Web,Vendedor_039,Completada
1854,2024-04-04,Cliente_005,Mouse,Telefonia,5,1018.07,0.1,4581.32,Manizales,Tarjeta_Credito,Web,Vendedor_006,Completada
1855,2024-10-26,Cliente_001,Audifonos,Perifericos,6,1283.28,0.02,7545.69,Medellin,Transferencia,Web,Vendedor_011,Cancelada
1856,2024-04-26,Cliente_003,Celular,Telefonia,4,1131.57,0.02,4435.75,Bogota,Efectivo,App,Vendedor_019,Completada
1857,2024-03-23,Cliente_004,Monitor,Perifericos,7,150.11,0.17,872.14,Bogota,Efectivo,App,Vendedor_012,Pendiente
1858,2024-11-26,Cliente_004,Teclado,Impresion,10,762.39,0.19,6175.36,Cali,Transferencia,Web,Vendedor_040,Cancelada
1859,2024-01-14,Cliente_002,Laptop,Almacenamiento,10,1927.77,0.07,17928.26,Cali,Transferencia,Call_Center,Vendedor_036,Cancelada
1860,2024-06-25,Cliente_005,Disco_SSD,Perifericos,8,534.34,0.15,3633.51,Manizales,Tarjeta_Debito,App,Vendedor_018,Completada
1861,2024-07-09,Cliente_008,Webcam,Impresion,6,1405.83,0.18,6916.68,Bucaramanga,Tarjeta_Debito,Web,Vendedor_030,Cancelada
1862,2024-05-28,Cliente_009,Mouse,Telefonia,3,370.84,0.15,945.64,Cali,Tarjeta_Debito,Tienda,Vendedor_011,Cancelada
1863,2024-09-15,Cliente_010,Impresora,Impresion,3,1592.38,0.03,4633.83,Bogota,Tarjeta_Debito,Web,Vendedor_026,Cancelada
1864,2024-11-23,Cliente_001,Monitor,Telefonia,9,1988.75,0.09,16287.86,Manizales,Tarjeta_Credito,Tienda,Vendedor_025,Cancelada
1865,2024-10-20,Cliente_008,Impresora,Perifericos,1,52.58,0.2,42.06,Manizales,Tarjeta_Debito,Call_Center,Vendedor_025,Completada
1866,2024-05-23,Cliente_006,Monitor,Impresion,1,1657.92,0.11,1475.55,Bucaramanga,Tarjeta_Credito,Call_Center,Vendedor_006,Cancelada
1867,2024-05-15,Cliente_009,Tablet,Perifericos,4,643.49,0.17,2136.39,Pereira,Transferencia,Call_Center,Vendedor_045,Cancelada
1868,2024-08-15,Cliente_007,Monitor,Computadores,5,231.34,0.09,1052.6,Cali,Tarjeta_Credito,Tienda,Vendedor_050,Completada
1869,2024-01-05,Cliente_009,Laptop,Perifericos,7,1038.97,0.11,6472.78,Cartagena,Efectivo,App,Vendedor_038,Completada
1870,2024-01-27,Cliente_010,Mouse,Almacenamiento,5,1245.85,0.09,5668.62,Bucaramanga,Efectivo,Call_Center,Vendedor_013,Pendiente
1871,2024-01-21,Cliente_007,Teclado,Impresion,4,1643.03,0.11,5849.19,Manizales,Tarjeta_Debito,App,Vendedor_017,Pendiente
1872,2024-12-05,Cliente_006,Mouse,Almacenamiento,9,1013.59,0.07,8483.75,Manizales,Tarjeta_Credito,Web,Vendedor_027,Pendiente
1873,2024-02-02,Cliente_005,Celular,Perifericos,10,1737.24,0.12,15287.71,Pereira,Transferencia,Tienda,Vendedor_036,Cancelada
1874,2024-03-13,Cliente_006,Celular,Almacenamiento,1,1592.01,0.0,1592.01,Pereira,Efectivo,Web,Vendedor_041,Cancelada
1875,2024-06-15,Cliente_009,Mouse,Almacenamiento,3,1017.36,0.16,2563.75,Cali,Efectivo,App,Vendedor_046,Completada
1876,2024-05-29,Cliente_009,Tablet,Telefonia,2,641.45,0.01,1270.07,Cali,Efectivo,Web,Vendedor_021,Completada
1877,2024-09-11,Cliente_007,Laptop,Computadores,5,447.88,0.07,2082.64,Bogota,Tarjeta_Debito,Tienda,Vendedor_042,Cancelada
1878,2024-01-07,Cliente_007,Impresora,Almacenamiento,9,1522.37,0.07,12742.24,Medellin,Tarjeta_Credito,Web,Vendedor_039,Cancelada
1879,2024-08-09,Cliente_010,Celular,Perifericos,4,332.0,0.0,1328.0,Medellin,Transferencia,Web,Vendedor_048,Cancelada
1880,2024-03-07,Cliente_004,Celular,Impresion,6,1745.22,0.19,8481.77,Manizales,Tarjeta_Debito,Web,Vendedor_043,Completada
1881,2024-08-21,Cliente_002,Audifonos,Impresion,1,775.26,0.18,635.71,Bogota,Efectivo,Web,Vendedor_019,Pendiente
1882,2024-07-06,Cliente_008,Laptop,Impresion,9,1793.43,0.04,15495.24,Bogota,Tarjeta_Credito,Web,Vendedor_037,Cancelada
1883,2024-05-23,Cliente_003,Tablet,Almacenamiento,2,256.34,0.07,476.79,Bogota,Efectivo,Tienda,Vendedor_043,Completada
1884,2024-04-04,Cliente_009,Teclado,Almacenamiento,1,1284.61,0.17,1066.23,Pereira,Tarjeta_Debito,Web,Vendedor_050,Completada
1885,2024-03-12,Cliente_006,Teclado,Telefonia,3,1151.49,0.11,3074.48,Cartagena,Tarjeta_Debito,Call_Center,Vendedor_022,Pendiente
1886,2024-06-16,Cliente_005,Teclado,Computadores,1,340.22,0.0,340.22,Cali,Efectivo,Tienda,Vendedor_048,Completada
1887,2024-11-16,Cliente_002,Celular,Telefonia,1,302.32,0.17,250.93,Cali,Tarjeta_Credito,Tienda,Vendedor_004,Cancelada
