id_venta;fecha;cliente;producto;categoria;ciudad;cantidad;precio_unitario;valor;canal
2474;16/08/2026;1229;Mouse;Tecnología;Barranquilla;4;90000;360000;Tienda
2475;24/07/2026;1064;Mouse;Tecnología;Medellin;1;90000;90000;Distribuidor
2476;31/03/2026;1084;Bolígrafo;Papelería;Cartagena;2;5000;10000;Tienda
2477;3/03/2026;1163;Cuaderno;Papelería;Bucaramanga;4;18000;72000;App
2478;8/04/2026;1245;Mouse;Tecnología;Bogota;3;90000;270000;App
2480;4/08/2026;1182;Escritorio;Oficina;Pereira;3;900000;2700000;Tienda
2481;8/06/2026;1118;Monitor;Tecnología;Barranquilla;1;850000;850000;App
2483;24/01/2026;1091;Teclado;Tecnología;Pereira;5;180000;900000;Web
2484;5/01/2026;1072;Teclado;Tecnología;Cartagena;4;180000;720000;Web
2485;20/01/2026;1151;Laptop;Tecnología;Cartagena;3;3200000;9600000;Web
2487;31/03/2026;1187;Bolígrafo;Papelería;Medellin;1;5000;5000;Web
2488;25/03/2026;1157;Laptop;Tecnología;Barranquilla;4;3200000;12800000;Web
2490;14/01/2026;1018;Silla;Oficina;Bogota;2;650000;1300000;Distribuidor
2491;28/07/2026;1269;Laptop;Tecnología;Cartagena;2;3200000;6400000;Distribuidor
2492;22/03/2026;1115;Monitor;Tecnología;Bogota;1;850000;850000;App
2493;3/08/2026;1238;Monitor;Tecnología;Bogota;4;850000;3400000;Distribuidor
2495;29/08/2026;1277;Audífonos;Tecnología;Medellin;3;220000;660000;App
2497;6/03/2026;1074;Mouse;Tecnología;Cartagena;2;90000;180000;Web
2502;11/07/2026;1198;Teclado;Tecnología;Cartagena;1;180000;180000;Tienda
2503;12/04/2026;1018;Teclado;Tecnología;Bogota;2;180000;360000;Web
2504;24/03/2026;1293;Escritorio;Oficina;Cali;4;900000;3600000;Tienda
2506;21/08/2026;1061;Mochila;Accesorios;Cali;3;160000;480000;Distribuidor
2508;24/06/2026;1050;Cuaderno;Papelería;Pereira;3;18000;54000;Distribuidor
2511;3/03/2026;1065;Bolígrafo;Papelería;Bucaramanga;3;5000;15000;App
2512;7/06/2026;1259;Cuaderno;Papelería;Barranquilla;2;18000;36000;Tienda
2513;23/07/2026;1114;Bolígrafo;Papelería;Medellin;1;5000;5000;Web
2514;12/04/2026;1289;Silla;Oficina;Cartagena;5;650000;3250000;Web
2519;25/07/2026;1244;Audífonos;Tecnología;Barranquilla;4;220000;880000;Distribuidor
2520;14/06/2026;1001;Teclado;Tecnología;Bucaramanga;1;180000;180000;App
2521;9/05/2026;1107;Bolígrafo;Papelería;Bucaramanga;5;5000;25000;App
2525;6/02/2026;1206;Mouse;Tecnología;Cali;1;90000;90000;Web
2527;17/06/2026;1267;Laptop;Tecnología;Bucaramanga;3;3200000;9600000;Tienda
2529;2/06/2026;1079;Monitor;Tecnología;Cartagena;1;850000;850000;Distribuidor
2530;24/06/2026;1131;Audífonos;Tecnología;Bogota;1;220000;220000;Distribuidor
2532;26/04/2026;1186;Bolígrafo;Papelería;Bogota;2;5000;10000;Tienda
2536;12/02/2026;1125;Laptop;Tecnología;Bogota;5;3200000;16000000;Distribuidor
2539;22/01/2026;1295;Mochila;Accesorios;Bogota;1;160000;160000;Tienda
2540;2/03/2026;1202;Mouse;Tecnología;Cali;1;90000;90000;Distribuidor
2541;27/06/2026;1294;Cuaderno;Papelería;Pereira;5;18000;90000;Distribuidor
2542;20/01/2026;1014;Escritorio;Oficina;Pereira;2;900000;1800000;Distribuidor
2544;31/07/2026;1130;Laptop;Tecnología;Bucaramanga;3;3200000;9600000;Distribuidor
2546;25/01/2026;1083;Silla;Oficina;Barranquilla;2;650000;1300000;App
2548;30/03/2026;1171;Cuaderno;Papelería;Pereira;3;18000;54000;Tienda
2550;21/02/2026;1161;Monitor;Tecnología;Bucaramanga;5;850000;4250000;Distribuidor
2553;23/03/2026;1058;Teclado;Tecnología;Cali;2;180000;360000;Tienda
2555;2/04/2026;1102;Escritorio;Oficina;Cartagena;1;900000;900000;Tienda
2556;16/02/2026;1135;Mochila;Accesorios;Bucaramanga;2;160000;320000;Distribuidor
2557;24/06/2026;1069;Bolígrafo;Papelería;Cali;4;5000;20000;Distribuidor
2558;23/02/2026;1166;Audífonos;Tecnología;Cartagena;2;220000;440000;Tienda
2559;15/08/2026;1141;Laptop;Tecnología;Medellin;1;3200000;3200000;Web
2561;14/08/2026;1152;Mouse;Tecnología;Medellin;2;90000;180000;Tienda
2562;11/01/2026;1213;Mochila;Accesorios;Barranquilla;5;160000;800000;Distribuidor
2565;15/05/2026;1121;Escritorio;Oficina;Cali;3;900000;2700000;App
2569;25/04/2026;1236;Cuaderno;Papelería;Cali;5;18000;90000;Tienda
2570;13/08/2026;1034;Cuaderno;Papelería;Cartagena;2;18000;36000;Distribuidor
2571;12/01/2026;1178;Bolígrafo;Papelería;Barranquilla;4;5000;20000;Tienda
2576;28/07/2026;1004;Teclado;Tecnología;Pereira;5;180000;900000;App
2577;28/01/2026;1037;Silla;Oficina;Cartagena;5;650000;3250000;Tienda
2578;2/02/2026;1100;Bolígrafo;Papelería;Barranquilla;2;5000;10000;Web
2580;3/03/2026;1207;Silla;Oficina;Bogota;5;650000;3250000;Tienda
2582;12/03/2026;1160;Silla;Oficina;Medellin;3;650000;1950000;Tienda
2583;1/04/2026;1047;Escritorio;Oficina;Cali;2;900000;1800000;Distribuidor
2584;14/05/2026;1180;Escritorio;Oficina;Medellin;1;900000;900000;Web
2585;23/06/2026;1269;Cuaderno;Papelería;Pereira;3;18000;54000;Tienda
2586;11/01/2026;1192;Mochila;Accesorios;Bogota;1;160000;160000;Tienda
2587;28/03/2026;1003;Laptop;Tecnología;Cartagena;3;3200000;9600000;Tienda
2588;16/07/2026;1036;Audífonos;Tecnología;Bogota;2;220000;440000;App
2589;7/04/2026;1275;Mochila;Accesorios;Barranquilla;2;160000;320000;Web
2590;26/06/2026;1192;Monitor;Tecnología;Pereira;5;850000;4250000;Web
2591;1/04/2026;1260;Cuaderno;Papelería;Bucaramanga;2;18000;36000;Web
2592;16/08/2026;1276;Laptop;Tecnología;Cartagena;1;3200000;3200000;Tienda
2593;9/06/2026;1093;Audífonos;Tecnología;Bogota;5;220000;1100000;App
2595;21/03/2026;1281;Mochila;Accesorios;Cali;4;160000;640000;Distribuidor
2596;18/08/2026;1174;Monitor;Tecnología;Bucaramanga;2;850000;1700000;Tienda
2597;7/07/2026;1097;Teclado;Tecnología;Medellin;4;180000;720000;Distribuidor
2598;22/01/2026;1051;Silla;Oficina;Bogota;5;650000;3250000;Distribuidor
2599;16/02/2026;1280;Silla;Oficina;Cartagena;2;650000;1300000;Distribuidor
2600;25/05/2026;1102;Silla;Oficina;Medellin;3;650000;1950000;Distribuidor
2605;7/06/2026;1161;Mochila;Accesorios;Bucaramanga;1;160000;160000;Web
2607;30/06/2026;1261;Bolígrafo;Papelería;Bogota;5;5000;25000;Distribuidor
2608;2/04/2026;1110;Bolígrafo;Papelería;Cali;1;5000;5000;Tienda
2609;23/08/2026;1038;Teclado;Tecnología;Medellin;2;180000;360000;App
2611;16/04/2026;1124;Monitor;Tecnología;Cali;3;850000;2550000;Tienda
2612;1/04/2026;1191;Escritorio;Oficina;Pereira;4;900000;3600000;Web
2613;23/01/2026;1133;Teclado;Tecnología;Medellin;4;180000;720000;Web
2615;29/07/2026;1194;Laptop;Tecnología;Barranquilla;3;3200000;9600000;Distribuidor
2616;8/04/2026;1203;Cuaderno;Papelería;Cali;1;18000;18000;Tienda
2618;1/03/2026;1035;Teclado;Tecnología;Pereira;2;180000;360000;Distribuidor
2621;22/07/2026;1103;Mouse;Tecnología;Bogota;2;90000;180000;Distribuidor
2623;28/04/2026;1095;Laptop;Tecnología;Pereira;1;3200000;3200000;Distribuidor
2625;15/03/2026;1258;Cuaderno;Papelería;Cartagena;2;18000;36000;Tienda
2626;18/04/2026;1079;Silla;Oficina;Bogota;3;650000;1950000;Tienda
2627;9/05/2026;1103;Teclado;Tecnología;Cali;1;180000;180000;Distribuidor
2628;20/07/2026;1259;Escritorio;Oficina;Medellin;1;900000;900000;App
2629;26/04/2026;1172;Teclado;Tecnología;Bucaramanga;4;180000;720000;Web
2630;13/01/2026;1271;Cuaderno;Papelería;Bogota;3;18000;54000;Web
2633;9/07/2026;1120;Laptop;Tecnología;Medellin;1;3200000;3200000;Tienda
2634;15/07/2026;1199;Laptop;Tecnología;Cartagena;5;3200000;16000000;Tienda
2635;3/03/2026;1289;Mouse;Tecnología;Pereira;5;90000;450000;Tienda
2636;7/02/2026;1293;Laptop;Tecnología;Bucaramanga;4;3200000;12800000;Distribuidor
2637;25/05/2026;1122;Mochila;Accesorios;Barranquilla;4;160000;640000;Distribuidor
2639;21/08/2026;1074;Bolígrafo;Papelería;Cali;3;5000;15000;Web
2641;11/01/2026;1074;Escritorio;Oficina;Pereira;1;900000;900000;App
2642;24/08/2026;1206;Escritorio;Oficina;Bucaramanga;2;900000;1800000;Web
2644;24/08/2026;1238;Cuaderno;Papelería;Barranquilla;3;18000;54000;Distribuidor
2645;22/06/2026;1069;Silla;Oficina;Bucaramanga;5;650000;3250000;Distribuidor
2646;16/04/2026;1292;Mouse;Tecnología;Medellin;2;90000;180000;Web
2648;11/07/2026;1073;Audífonos;Tecnología;Medellin;4;220000;880000;Distribuidor
2649;25/02/2026;1154;Bolígrafo;Papelería;Bucaramanga;5;5000;25000;Distribuidor
2650;31/07/2026;1173;Laptop;Tecnología;Medellin;5;3200000;16000000;Web
2651;22/03/2026;1093;Escritorio;Oficina;Cartagena;4;900000;3600000;Distribuidor
2652;13/01/2026;1140;Mouse;Tecnología;Barranquilla;5;90000;450000;Web
2653;21/03/2026;1078;Escritorio;Oficina;Cartagena;4;900000;3600000;Web
2654;12/06/2026;1250;Cuaderno;Papelería;Medellin;3;18000;54000;Web
2656;13/02/2026;1170;Laptop;Tecnología;Bogota;1;3200000;3200000;Tienda
2657;10/06/2026;1110;Silla;Oficina;Medellin;3;650000;1950000;Web
2658;3/02/2026;1299;Silla;Oficina;Cartagena;4;650000;2600000;App
2660;21/02/2026;1084;Bolígrafo;Papelería;Medellin;4;5000;20000;Web
2661;2/03/2026;1082;Bolígrafo;Papelería;Cartagena;5;5000;25000;Distribuidor
2664;15/07/2026;1088;Cuaderno;Papelería;Barranquilla;1;18000;18000;Distribuidor
2667;5/02/2026;1202;Teclado;Tecnología;Medellin;2;180000;360000;App
2668;26/02/2026;1150;Mouse;Tecnología;Bucaramanga;1;90000;90000;App
2669;1/07/2026;1009;Mochila;Accesorios;Pereira;5;160000;800000;Distribuidor
2672;27/03/2026;1157;Laptop;Tecnología;Bucaramanga;3;3200000;9600000;Web
2673;18/08/2026;1140;Escritorio;Oficina;Cali;4;900000;3600000;Tienda
2675;6/01/2026;1195;Mochila;Accesorios;Bogota;2;160000;320000;App
2676;29/08/2026;1139;Escritorio;Oficina;Barranquilla;4;900000;3600000;Tienda
2677;21/06/2026;1209;Silla;Oficina;Pereira;3;650000;1950000;Distribuidor
2678;9/03/2026;1283;Silla;Oficina;Bucaramanga;2;650000;1300000;App
2681;24/02/2026;1192;Mouse;Tecnología;Bogota;1;90000;90000;Web
2682;20/03/2026;1045;Mochila;Accesorios;Pereira;1;160000;160000;Web
2683;5/01/2026;1037;Laptop;Tecnología;Bucaramanga;2;3200000;6400000;App
2685;4/03/2026;1103;Laptop;Tecnología;Bucaramanga;1;3200000;3200000;Web
2686;6/04/2026;1002;Monitor;Tecnología;Bucaramanga;4;850000;3400000;Tienda
2688;14/06/2026;1102;Bolígrafo;Papelería;Medellin;4;5000;20000;Distribuidor
2690;5/04/2026;1091;Bolígrafo;Papelería;Bogota;2;5000;10000;Tienda
2691;15/05/2026;1064;Teclado;Tecnología;Cartagena;1;180000;180000;Web
2692;7/04/2026;1117;Teclado;Tecnología;Pereira;2;180000;360000;App
2693;22/07/2026;1260;Mochila;Accesorios;Cali;3;160000;480000;Distribuidor
2694;22/04/2026;1124;Escritorio;Oficina;Cali;5;900000;4500000;App
2695;4/01/2026;1034;Audífonos;Tecnología;Cali;1;220000;220000;Web
2696;2/02/2026;1221;Cuaderno;Papelería;Cali;1;18000;18000;Tienda
2698;5/07/2026;1292;Mochila;Accesorios;Bucaramanga;3;160000;480000;Tienda
2699;13/06/2026;1190;Cuaderno;Papelería;Cali;4;18000;72000;Distribuidor
2700;3/06/2026;1117;Cuaderno;Papelería;Cali;5;18000;90000;Web
2701;29/03/2026;1210;Laptop;Tecnología;Bucaramanga;4;3200000;12800000;App
2702;25/08/2026;1238;Silla;Oficina;Pereira;4;650000;2600000;Distribuidor
2703;20/08/2026;1215;Teclado;Tecnología;Medellin;1;180000;180000;Distribuidor
2704;13/03/2026;1205;Silla;Oficina;Barranquilla;3;650000;1950000;Web
2705;8/01/2026;1078;Escritorio;Oficina;Pereira;5;900000;4500000;Web
2706;5/04/2026;1201;Mouse;Tecnología;Bogota;4;90000;360000;Tienda
2707;18/03/2026;1012;Audífonos;Tecnología;Cali;4;220000;880000;Web
2708;20/07/2026;1117;Teclado;Tecnología;Cali;2;180000;360000;App
2710;23/03/2026;1181;Cuaderno;Papelería;Bucaramanga;1;18000;18000;Tienda
2711;4/02/2026;1149;Silla;Oficina;Bucaramanga;2;650000;1300000;Distribuidor
2712;1/05/2026;1214;Bolígrafo;Papelería;Barranquilla;4;5000;20000;Web
2713;7/01/2026;1174;Audífonos;Tecnología;Bucaramanga;3;220000;660000;Web
2715;25/05/2026;1066;Silla;Oficina;Bucaramanga;3;650000;1950000;App
2717;2/08/2026;1120;Mouse;Tecnología;Medellin;3;90000;270000;App
2722;16/07/2026;1042;Teclado;Tecnología;Cartagena;5;180000;900000;App
2724;19/07/2026;1074;Mouse;Tecnología;Pereira;3;90000;270000;App
2725;31/01/2026;1002;Cuaderno;Papelería;Medellin;3;18000;54000;Web
2726;2/07/2026;1140;Mochila;Accesorios;Barranquilla;3;160000;480000;Web
2730;2/06/2026;1152;Audífonos;Tecnología;Medellin;1;220000;220000;Web
2731;15/01/2026;1239;Escritorio;Oficina;Bogota;2;900000;1800000;App
2732;17/08/2026;1228;Escritorio;Oficina;Cartagena;3;900000;2700000;Web
2733;25/02/2026;1102;Audífonos;Tecnología;Barranquilla;5;220000;1100000;App
2734;21/08/2026;1166;Audífonos;Tecnología;Medellin;1;220000;220000;Web
2735;5/03/2026;1283;Laptop;Tecnología;Pereira;4;3200000;12800000;App
2736;8/07/2026;1282;Teclado;Tecnología;Cali;1;180000;180000;Distribuidor
2738;17/06/2026;1145;Mochila;Accesorios;Pereira;3;160000;480000;Tienda
2740;2/02/2026;1053;Monitor;Tecnología;Medellin;5;850000;4250000;Web
2741;25/03/2026;1183;Mouse;Tecnología;Bogota;3;90000;270000;App
2742;11/02/2026;1253;Escritorio;Oficina;Cali;4;900000;3600000;Tienda
2745;1/03/2026;1029;Audífonos;Tecnología;Medellin;5;220000;1100000;Web
2746;13/01/2026;1246;Laptop;Tecnología;Bucaramanga;1;3200000;3200000;Web
2747;22/01/2026;1079;Mouse;Tecnología;Pereira;2;90000;180000;Web
2750;4/02/2026;1107;Laptop;Tecnología;Medellin;2;3200000;6400000;Tienda
2752;8/07/2026;1204;Bolígrafo;Papelería;Pereira;2;5000;10000;Web
2753;19/03/2026;1137;Bolígrafo;Papelería;Bogota;5;5000;25000;App
2754;11/07/2026;1104;Bolígrafo;Papelería;Barranquilla;5;5000;25000;Web
2755;12/05/2026;1134;Silla;Oficina;Medellin;4;650000;2600000;App
2756;3/03/2026;1229;Audífonos;Tecnología;Barranquilla;5;220000;1100000;Tienda
2758;27/02/2026;1106;Laptop;Tecnología;Barranquilla;2;3200000;6400000;Tienda
2760;26/08/2026;1291;Laptop;Tecnología;Bucaramanga;3;3200000;9600000;Web
2761;22/04/2026;1007;Bolígrafo;Papelería;Bogota;2;5000;10000;App
2762;3/04/2026;1199;Silla;Oficina;Medellin;3;650000;1950000;Distribuidor
2763;23/08/2026;1252;Escritorio;Oficina;Cartagena;4;900000;3600000;Web
2765;24/02/2026;1026;Laptop;Tecnología;Pereira;1;3200000;3200000;Tienda
2766;21/05/2026;1196;Laptop;Tecnología;Cali;5;3200000;16000000;Distribuidor
2767;23/03/2026;1111;Monitor;Tecnología;Bogota;2;850000;1700000;App
2768;5/08/2026;1214;Silla;Oficina;Bogota;1;650000;650000;App
2769;2/06/2026;1073;Laptop;Tecnología;Bogota;3;3200000;9600000;App
2770;22/08/2026;1244;Mouse;Tecnología;Bogota;2;90000;180000;Tienda
2771;8/01/2026;1234;Monitor;Tecnología;Bogota;5;850000;4250000;Web
2774;23/07/2026;1255;Escritorio;Oficina;Bogota;4;900000;3600000;Tienda
2775;27/08/2026;1296;Escritorio;Oficina;Medellin;1;900000;900000;Tienda
2777;14/04/2026;1097;Audífonos;Tecnología;Bogota;2;220000;440000;App
2779;11/08/2026;1119;Bolígrafo;Papelería;Bucaramanga;1;5000;5000;Distribuidor
2780;27/05/2026;1234;Silla;Oficina;Bogota;4;650000;2600000;App
2782;16/03/2026;1209;Silla;Oficina;Bucaramanga;2;650000;1300000;App
2784;17/03/2026;1185;Cuaderno;Papelería;Bucaramanga;4;18000;72000;Distribuidor
2785;14/02/2026;1171;Mochila;Accesorios;Cali;3;160000;480000;Web
2789;3/08/2026;1267;Monitor;Tecnología;Cartagena;1;850000;850000;Tienda
2793;26/04/2026;1001;Cuaderno;Papelería;Medellin;5;18000;90000;Web
2794;25/02/2026;1157;Cuaderno;Papelería;Medellin;2;18000;36000;Tienda
2795;27/07/2026;1278;Audífonos;Tecnología;Pereira;1;220000;220000;Web
2796;8/04/2026;1152;Laptop;Tecnología;Bogota;1;3200000;3200000;Tienda
2797;17/04/2026;1035;Teclado;Tecnología;Pereira;3;180000;540000;Tienda
2798;20/08/2026;1207;Monitor;Tecnología;Barranquilla;1;850000;850000;App
2800;17/04/2026;1022;Audífonos;Tecnología;Barranquilla;4;220000;880000;Distribuidor
2801;17/01/2026;1016;Cuaderno;Papelería;Cali;3;18000;54000;App
2803;5/08/2026;1252;Mochila;Accesorios;Cartagena;1;160000;160000;App
2804;14/07/2026;1244;Laptop;Tecnología;Barranquilla;3;3200000;9600000;Tienda
2806;14/07/2026;1018;Silla;Oficina;Medellin;3;650000;1950000;Distribuidor
2807;8/06/2026;1111;Bolígrafo;Papelería;Pereira;5;5000;25000;Distribuidor
2808;30/07/2026;1015;Monitor;Tecnología;Bogota;5;850000;4250000;Web
2809;16/08/2026;1238;Monitor;Tecnología;Cartagena;3;850000;2550000;Web
2811;2/03/2026;1232;Bolígrafo;Papelería;Barranquilla;3;5000;15000;Web
2812;25/03/2026;1219;Laptop;Tecnología;Cali;1;3200000;3200000;App
2815;23/01/2026;1175;Audífonos;Tecnología;Medellin;5;220000;1100000;Web
2817;26/03/2026;1225;Teclado;Tecnología;Medellin;4;180000;720000;Tienda
2818;7/07/2026;1279;Escritorio;Oficina;Bogota;1;900000;900000;App
2819;3/08/2026;1224;Cuaderno;Papelería;Bogota;5;18000;90000;App
2822;12/03/2026;1045;Monitor;Tecnología;Bogota;5;850000;4250000;Web
2823;6/04/2026;1286;Mouse;Tecnología;Barranquilla;3;90000;270000;App
2825;1/03/2026;1104;Bolígrafo;Papelería;Bogota;2;5000;10000;Web
2826;3/06/2026;1006;Teclado;Tecnología;Bucaramanga;3;180000;540000;Distribuidor
2827;31/01/2026;1058;Bolígrafo;Papelería;Pereira;5;5000;25000;Tienda
2829;13/06/2026;1110;Mouse;Tecnología;Pereira;2;90000;180000;Distribuidor
2831;30/03/2026;1075;Escritorio;Oficina;Cartagena;2;900000;1800000;Tienda
2833;7/02/2026;1212;Mochila;Accesorios;Medellin;3;160000;480000;Web
2834;26/04/2026;1222;Audífonos;Tecnología;Barranquilla;1;220000;220000;Tienda
2835;14/06/2026;1192;Escritorio;Oficina;Bogota;4;900000;3600000;Web
2836;19/08/2026;1066;Mochila;Accesorios;Pereira;4;160000;640000;Web
2839;16/01/2026;1075;Escritorio;Oficina;Bogota;1;900000;900000;Tienda
2840;9/07/2026;1238;Audífonos;Tecnología;Barranquilla;3;220000;660000;App
2841;5/06/2026;1158;Bolígrafo;Papelería;Cartagena;4;5000;20000;App
2843;16/02/2026;1129;Cuaderno;Papelería;Cali;3;18000;54000;Tienda
2844;19/05/2026;1161;Audífonos;Tecnología;Cartagena;3;220000;660000;Web
2845;3/05/2026;1157;Mochila;Accesorios;Medellin;2;160000;320000;App
2846;21/06/2026;1143;Bolígrafo;Papelería;Bucaramanga;3;5000;15000;Distribuidor
2848;8/04/2026;1105;Silla;Oficina;Bucaramanga;4;650000;2600000;App
2850;16/04/2026;1094;Mochila;Accesorios;Pereira;4;160000;640000;App
2851;11/07/2026;1139;Mouse;Tecnología;Barranquilla;5;90000;450000;Distribuidor
2852;24/08/2026;1131;Bolígrafo;Papelería;Cali;5;5000;25000;Web
2853;6/02/2026;1282;Audífonos;Tecnología;Bogota;4;220000;880000;Distribuidor
2854;2/01/2026;1254;Monitor;Tecnología;Medellin;4;850000;3400000;App
2856;4/08/2026;1219;Mouse;Tecnología;Cali;4;90000;360000;Tienda
2858;3/03/2026;1186;Teclado;Tecnología;Medellin;1;180000;180000;Tienda
2859;22/01/2026;1281;Monitor;Tecnología;Cali;5;850000;4250000;Tienda
2860;18/05/2026;1217;Teclado;Tecnología;Pereira;2;180000;360000;Tienda
2861;21/01/2026;1058;Mochila;Accesorios;Bogota;3;160000;480000;Tienda
2863;23/04/2026;1283;Mochila;Accesorios;Cartagena;3;160000;480000;App
2864;2/05/2026;1113;Teclado;Tecnología;Bogota;2;180000;360000;App
2865;16/07/2026;1083;Mouse;Tecnología;Cartagena;1;90000;90000;Tienda
2867;7/05/2026;1236;Escritorio;Oficina;Medellin;5;900000;4500000;Web
2868;26/03/2026;1055;Teclado;Tecnología;Medellin;1;180000;180000;App
2869;3/05/2026;1229;Audífonos;Tecnología;Barranquilla;2;220000;440000;Distribuidor
2870;29/04/2026;1210;Monitor;Tecnología;Pereira;4;850000;3400000;Tienda
2871;15/08/2026;1195;Teclado;Tecnología;Bucaramanga;1;180000;180000;Distribuidor
2873;25/06/2026;1260;Silla;Oficina;Bogota;5;650000;3250000;Distribuidor
2874;18/07/2026;1191;Cuaderno;Papelería;Cartagena;2;18000;36000;Web
2876;17/04/2026;1208;Mouse;Tecnología;Cali;3;90000;270000;App
2877;8/05/2026;1241;Audífonos;Tecnología;Medellin;1;220000;220000;Distribuidor
2879;19/07/2026;1196;Mochila;Accesorios;Cali;1;160000;160000;App
2881;12/08/2026;1138;Audífonos;Tecnología;Cali;3;220000;660000;Web
2882;14/05/2026;1113;Cuaderno;Papelería;Medellin;5;18000;90000;Web
2884;6/07/2026;1047;Laptop;Tecnología;Pereira;2;3200000;6400000;Web
2885;17/02/2026;1129;Mochila;Accesorios;Bucaramanga;1;160000;160000;Tienda
2887;12/08/2026;1118;Audífonos;Tecnología;Pereira;4;220000;880000;Web
2888;9/06/2026;1119;Teclado;Tecnología;Cartagena;1;180000;180000;Tienda
2890;29/08/2026;1009;Escritorio;Oficina;Medellin;2;900000;1800000;Web
2893;2/04/2026;1126;Teclado;Tecnología;Cartagena;1;180000;180000;Web
2894;16/06/2026;1263;Teclado;Tecnología;Pereira;1;180000;180000;App
2896;25/01/2026;1124;Cuaderno;Papelería;Medellin;5;18000;90000;Web
2897;8/07/2026;1237;Mochila;Accesorios;Pereira;2;160000;320000;App
2898;21/08/2026;1128;Teclado;Tecnología;Bucaramanga;2;180000;360000;Tienda
2900;11/03/2026;1271;Laptop;Tecnología;Cali;4;3200000;12800000;Distribuidor
2903;28/07/2026;1065;Teclado;Tecnología;Cartagena;1;180000;180000;Distribuidor
2904;16/04/2026;1153;Monitor;Tecnología;Cartagena;1;850000;850000;App
2906;13/01/2026;1009;Silla;Oficina;Barranquilla;2;650000;1300000;Web
2907;11/08/2026;1155;Teclado;Tecnología;Barranquilla;4;180000;720000;Web
2908;6/05/2026;1225;Teclado;Tecnología;Bogota;3;180000;540000;Web
2910;26/08/2026;1126;Teclado;Tecnología;Barranquilla;2;180000;360000;Tienda
2912;27/08/2026;1040;Escritorio;Oficina;Bucaramanga;5;900000;4500000;Distribuidor
2913;31/05/2026;1021;Silla;Oficina;Pereira;4;650000;2600000;Distribuidor
2914;4/02/2026;1159;Silla;Oficina;Cali;5;650000;3250000;Web
2915;26/03/2026;1288;Laptop;Tecnología;Bogota;3;3200000;9600000;Web
2916;31/01/2026;1267;Laptop;Tecnología;Cartagena;3;3200000;9600000;Web
2917;13/01/2026;1236;Cuaderno;Papelería;Barranquilla;3;18000;54000;App
2920;19/01/2026;1079;Bolígrafo;Papelería;Bucaramanga;4;5000;20000;Tienda
2921;19/06/2026;1074;Cuaderno;Papelería;Bucaramanga;2;18000;36000;App
2922;11/04/2026;1142;Monitor;Tecnología;Cartagena;4;850000;3400000;Distribuidor
2923;23/04/2026;1007;Laptop;Tecnología;Bogota;2;3200000;6400000;App
2924;10/04/2026;1214;Escritorio;Oficina;Cartagena;2;900000;1800000;Web
2925;7/08/2026;1108;Bolígrafo;Papelería;Cartagena;1;5000;5000;App
2926;3/02/2026;1136;Teclado;Tecnología;Pereira;4;180000;720000;Tienda
2927;3/02/2026;1253;Mouse;Tecnología;Barranquilla;1;90000;90000;Web
2928;10/02/2026;1191;Cuaderno;Papelería;Pereira;4;18000;72000;App
2929;13/05/2026;1168;Mochila;Accesorios;Cartagena;5;160000;800000;App
2930;21/03/2026;1126;Mochila;Accesorios;Cartagena;2;160000;320000;App
2931;12/01/2026;1169;Escritorio;Oficina;Barranquilla;5;900000;4500000;App
2932;3/06/2026;1027;Cuaderno;Papelería;Bucaramanga;5;18000;90000;Distribuidor
2933;3/06/2026;1285;Audífonos;Tecnología;Bogota;2;220000;440000;Web
2934;23/04/2026;1051;Mouse;Tecnología;Barranquilla;5;90000;450000;Web
2936;19/06/2026;1084;Audífonos;Tecnología;Bogota;5;220000;1100000;Web
2938;27/07/2026;1243;Escritorio;Oficina;Medellin;1;900000;900000;Distribuidor
2939;20/06/2026;1121;Silla;Oficina;Bogota;4;650000;2600000;App
2941;1/05/2026;1173;Audífonos;Tecnología;Medellin;2;220000;440000;Web
2943;12/02/2026;1077;Monitor;Tecnología;Pereira;5;850000;4250000;Tienda
2944;8/08/2026;1027;Cuaderno;Papelería;Bogota;1;18000;18000;Web
2945;30/08/2026;1150;Teclado;Tecnología;Bogota;3;180000;540000;Web
2947;8/06/2026;1299;Silla;Oficina;Bogota;1;650000;650000;Tienda
2948;21/01/2026;1088;Mochila;Accesorios;Bogota;4;160000;640000;Web
2951;14/05/2026;1255;Teclado;Tecnología;Bucaramanga;5;180000;900000;Tienda
2952;25/04/2026;1174;Audífonos;Tecnología;Bogota;2;220000;440000;Distribuidor
2954;6/06/2026;1215;Audífonos;Tecnología;Bucaramanga;2;220000;440000;Distribuidor
2955;8/06/2026;1237;Silla;Oficina;Medellin;2;650000;1300000;Web
2957;2/03/2026;1065;Teclado;Tecnología;Bogota;2;180000;360000;Distribuidor
2958;7/02/2026;1164;Audífonos;Tecnología;Pereira;5;220000;1100000;App
2959;3/05/2026;1063;Cuaderno;Papelería;Barranquilla;5;18000;90000;Distribuidor
2961;6/07/2026;1177;Teclado;Tecnología;Barranquilla;1;180000;180000;Web
2962;26/01/2026;1200;Laptop;Tecnología;Pereira;2;3200000;6400000;App
2964;10/03/2026;1162;Silla;Oficina;Bucaramanga;5;650000;3250000;Distribuidor
2966;17/02/2026;1022;Cuaderno;Papelería;Cali;2;18000;36000;Web
2967;3/05/2026;1143;Bolígrafo;Papelería;Cartagena;2;5000;10000;Distribuidor
